Time Steps,Burst Size, Burst duration in dt,Burst inactivation in dt,Count A in gene,Count M in genge,Count total M 
4401, 0, 1,27, 2, 2, 97 
4501, 0, 1,27, 1, 2, 109 
4601, 0, 1,27, 1, 2, 113 
4701, 0, 1,27, 1, 1, 118 
4801, 0, 1,27, 1, 3, 124 
4901, 0, 1,27, 1, 4, 133 
5001, 0, 1,27, 0, 5, 135 
5101, 0, 1,27, 0, 5, 142 
5201, 0, 1,27, 0, 5, 144 
5301, 0, 1,27, 0, 7, 148 
5401, 0, 1,27, 0, 7, 140 
5501, 0, 1,27, 0, 6, 124 
5601, 0, 1,27, 0, 5, 129 
5701, 0, 1,27, 0, 5, 132 
5801, 0, 1,27, 0, 5, 133 
5901, 0, 1,27, 0, 6, 140 
6001, 0, 1,27, 0, 3, 76 
6101, 0, 1,27, 0, 5, 93 
6201, 0, 1,27, 1, 5, 103 
6301, 0, 1,27, 0, 4, 110 
6401, 0, 1,27, 0, 2, 106 
6501, 0, 1,27, 0, 2, 116 
6601, 0, 1,27, 0, 2, 128 
6701, 0, 1,27, 0, 4, 140 
6801, 0, 1,27, 0, 5, 141 
6901, 0, 1,27, 0, 6, 144 
7001, 0, 1,27, 1, 4, 136 
7101, 0, 1,27, 0, 5, 143 
7201, 0, 1,27, 0, 4, 143 
7301, 0, 1,27, 0, 4, 146 
7401, 0, 1,27, 1, 2, 143 
7501, 0, 1,27, 1, 4, 147 
7601, 0, 1,27, 1, 5, 146 
7701, 0, 1,27, 2, 3, 143 
7801, 0, 1,27, 2, 5, 145 
7901, 0, 1,27, 1, 4, 142 
8001, 0, 1,27, 0, 0, 81 
8101, 0, 1,27, 0, 1, 93 
8201, 0, 1,27, 0, 1, 108 
8301, 0, 1,27, 0, 3, 128 
8401, 0, 1,27, 0, 2, 124 
8501, 0, 1,27, 0, 2, 135 
8601, 0, 1,27, 0, 4, 142 
8701, 0, 1,27, 0, 4, 135 
8801, 0, 1,27, 0, 3, 132 
8901, 0, 1,27, 0, 2, 129 
9001, 0, 1,27, 0, 3, 130 
9101, 0, 1,27, 0, 4, 137 
9201, 0, 1,27, 0, 3, 138 
9301, 0, 1,27, 0, 6, 142 
9401, 0, 1,27, 0, 6, 145 
9501, 0, 1,27, 0, 6, 144 
9601, 0, 1,27, 0, 7, 140 
9701, 0, 1,27, 0, 7, 149 
9801, 0, 1,27, 0, 6, 152 
9901, 0, 1,27, 0, 1, 78 
10001, 0, 1,27, 0, 2, 92 
10101, 0, 1,27, 1, 2, 108 
10201, 0, 1,27, 0, 3, 111 
10301, 0, 1,27, 0, 4, 119 
10401, 0, 1,27, 0, 4, 120 
10501, 0, 1,27, 1, 3, 116 
10601, 0, 1,27, 1, 5, 125 
10701, 0, 1,27, 1, 6, 137 
10801, 0, 1,27, 1, 5, 131 
10901, 0, 1,27, 0, 4, 132 
11001, 0, 1,27, 0, 5, 138 
11101, 0, 1,27, 0, 5, 143 
11201, 0, 1,27, 0, 5, 143 
11301, 0, 1,27, 0, 5, 150 
11401, 0, 1,27, 0, 4, 156 
11501, 0, 1,27, 0, 5, 152 
11601, 0, 1,27, 0, 6, 151 
11701, 0, 1,27, 0, 5, 148 
11801, 0, 1,27, 0, 6, 150 
11901, 0, 1,27, 0, 1, 77 
12001, 0, 1,27, 0, 4, 103 
12101, 0, 1,27, 0, 5, 103 
12201, 0, 1,27, 0, 4, 116 
12301, 0, 1,27, 0, 5, 113 
12401, 0, 1,27, 0, 3, 120 
12501, 0, 1,27, 1, 3, 123 
12601, 0, 1,27, 1, 3, 127 
12701, 0, 1,27, 1, 3, 132 
12801, 0, 1,27, 1, 4, 142 
12901, 0, 1,27, 1, 4, 141 
13001, 0, 1,27, 1, 6, 145 
13101, 0, 1,27, 1, 6, 154 
13201, 0, 1,27, 1, 5, 148 
13301, 0, 1,27, 1, 5, 155 
13401, 0, 1,27, 0, 5, 147 
13501, 0, 1,27, 1, 4, 140 
13601, 0, 1,27, 1, 4, 145 
13701, 0, 1,27, 1, 3, 148 
13801, 0, 1,27, 0, 3, 143 
13901, 0, 1,27, 0, 2, 80 
14001, 0, 1,27, 1, 3, 97 
14101, 0, 1,27, 0, 5, 119 
14201, 0, 1,27, 0, 3, 126 
14301, 0, 1,27, 0, 3, 131 
14401, 0, 1,27, 0, 3, 140 
14501, 0, 1,27, 1, 3, 133 
14601, 0, 1,27, 0, 2, 141 
14701, 0, 1,27, 0, 2, 133 
14801, 0, 1,27, 0, 3, 144 
14901, 0, 1,27, 0, 4, 141 
15001, 0, 1,27, 0, 4, 146 
15101, 0, 1,27, 0, 4, 148 
15201, 0, 1,27, 0, 4, 148 
15301, 0, 1,27, 0, 4, 161 
15401, 0, 1,27, 0, 4, 153 
15501, 0, 1,27, 0, 5, 152 
15601, 0, 1,27, 0, 3, 145 
15701, 0, 1,27, 0, 5, 141 
15801, 0, 1,27, 0, 5, 138 
15901, 0, 1,27, 0, 4, 71 
16001, 0, 1,27, 0, 3, 89 
16101, 0, 1,27, 1, 3, 100 
16201, 0, 1,27, 1, 3, 109 
16301, 0, 1,27, 1, 4, 120 
16401, 0, 1,27, 1, 5, 123 
16501, 0, 1,27, 1, 6, 133 
16601, 0, 1,27, 1, 5, 138 
16701, 0, 1,27, 1, 5, 134 
16801, 0, 1,27, 1, 6, 139 
16901, 0, 1,27, 1, 5, 139 
17001, 0, 1,27, 0, 5, 142 
17101, 0, 1,27, 0, 3, 135 
17201, 0, 1,27, 0, 4, 141 
17301, 0, 1,27, 0, 5, 152 
17401, 0, 1,27, 1, 5, 150 
17501, 0, 1,27, 0, 5, 149 
17601, 0, 1,27, 0, 6, 145 
17701, 0, 1,27, 0, 6, 147 
17801, 0, 1,27, 0, 5, 156 
17901, 0, 1,27, 0, 2, 94 
18001, 0, 1,27, 0, 2, 108 
18101, 0, 1,27, 0, 4, 121 
18201, 0, 1,27, 0, 4, 126 
18301, 0, 1,27, 0, 4, 135 
18401, 0, 1,27, 0, 3, 139 
18501, 0, 1,27, 0, 5, 143 
18601, 0, 1,27, 0, 4, 146 
18701, 0, 1,27, 0, 6, 149 
18801, 0, 1,27, 0, 6, 141 
18901, 0, 1,27, 0, 6, 140 
19001, 0, 1,27, 0, 6, 145 
19101, 0, 1,27, 0, 6, 149 
19201, 0, 1,27, 0, 4, 143 
19301, 0, 1,27, 0, 4, 141 
19401, 0, 1,27, 0, 5, 148 
19501, 0, 1,27, 0, 5, 149 
19601, 0, 1,27, 0, 5, 145 
19701, 0, 1,27, 0, 5, 148 
19801, 0, 1,27, 0, 3, 73 
19901, 0, 1,27, 0, 3, 82 
20001, 0, 1,27, 1, 2, 86 
20101, 0, 1,27, 1, 3, 95 
20201, 0, 1,27, 1, 3, 98 
20301, 0, 1,27, 0, 3, 99 
20401, 0, 1,27, 0, 4, 101 
20501, 0, 1,27, 1, 5, 112 
20601, 0, 1,27, 1, 5, 118 
20701, 0, 1,27, 1, 5, 130 
20801, 0, 1,27, 1, 3, 128 
20901, 0, 1,27, 1, 3, 130 
21001, 0, 1,27, 0, 5, 137 
21101, 0, 1,27, 0, 4, 134 
21201, 0, 1,27, 0, 4, 140 
21301, 0, 1,27, 0, 4, 141 
21401, 0, 1,27, 0, 6, 146 
21501, 0, 1,27, 0, 7, 149 
21601, 0, 1,27, 0, 7, 145 
21701, 0, 1,27, 0, 6, 139 
21801, 0, 1,27, 0, 5, 78 
21901, 0, 1,27, 0, 4, 92 
22001, 0, 1,27, 1, 4, 99 
22101, 0, 1,27, 0, 2, 109 
22201, 0, 1,27, 1, 3, 113 
22301, 0, 1,27, 2, 2, 125 
22401, 0, 1,27, 2, 2, 132 
22501, 0, 1,27, 2, 2, 132 
22601, 0, 1,27, 1, 4, 133 
22701, 0, 1,27, 1, 5, 137 
22801, 0, 1,27, 0, 4, 135 
22901, 0, 1,27, 0, 5, 143 
23001, 0, 1,27, 0, 6, 147 
23101, 0, 1,27, 0, 7, 149 
23201, 0, 1,27, 0, 7, 144 
23301, 0, 1,27, 0, 5, 141 
23401, 0, 1,27, 0, 5, 141 
23501, 0, 1,27, 0, 5, 138 
23601, 0, 1,27, 1, 3, 129 
23701, 0, 1,27, 1, 3, 123 
23801, 0, 1,27, 1, 1, 65 
23901, 0, 1,27, 0, 1, 77 
24001, 0, 1,27, 0, 3, 90 
24101, 0, 1,27, 1, 3, 103 
24201, 0, 1,27, 1, 4, 110 
24301, 0, 1,27, 1, 3, 113 
24401, 0, 1,27, 1, 4, 119 
24501, 0, 1,27, 0, 5, 120 
24601, 0, 1,27, 1, 4, 126 
24701, 0, 1,27, 0, 6, 133 
24801, 0, 1,27, 0, 4, 125 
24901, 0, 1,27, 0, 3, 129 
25001, 0, 1,27, 0, 2, 137 
25101, 0, 1,27, 1, 3, 133 
25201, 0, 1,27, 1, 3, 134 
25301, 0, 1,27, 1, 2, 133 
25401, 0, 1,27, 1, 4, 137 
25501, 0, 1,27, 1, 4, 141 
25601, 0, 1,27, 0, 6, 151 
25701, 0, 1,27, 0, 6, 150 
25801, 0, 1,27, 0, 5, 93 
25901, 0, 1,27, 0, 5, 100 
26001, 0, 1,27, 0, 5, 114 
26101, 0, 1,27, 0, 5, 123 
26201, 0, 1,27, 0, 5, 129 
26301, 0, 1,27, 0, 5, 129 
26401, 0, 1,27, 1, 5, 138 
26501, 0, 1,27, 0, 6, 145 
26601, 0, 1,27, 0, 6, 154 
26701, 0, 1,27, 0, 5, 149 
26801, 0, 1,27, 1, 4, 152 
26901, 0, 1,27, 0, 5, 152 
27001, 0, 1,27, 0, 7, 157 
27101, 0, 1,27, 0, 6, 148 
27201, 0, 1,27, 0, 5, 150 
27301, 0, 1,27, 0, 5, 151 
27401, 0, 1,27, 0, 5, 147 
27501, 0, 1,27, 0, 7, 158 
27601, 0, 1,27, 0, 6, 157 
27701, 0, 1,27, 0, 6, 153 
27801, 0, 1,27, 1, 4, 84 
27901, 0, 1,27, 1, 5, 101 
28001, 0, 1,27, 0, 6, 106 
28101, 0, 1,27, 0, 6, 113 
28201, 0, 1,27, 0, 6, 121 
28301, 0, 1,27, 0, 6, 128 
28401, 0, 1,27, 1, 5, 127 
28501, 0, 1,27, 1, 6, 131 
28601, 0, 1,27, 1, 6, 135 
28701, 0, 1,27, 1, 6, 140 
28801, 0, 1,27, 1, 6, 150 
28901, 0, 1,27, 1, 5, 149 
29001, 0, 1,27, 0, 4, 145 
29101, 0, 1,27, 0, 4, 145 
29201, 0, 1,27, 0, 5, 141 
29301, 0, 1,27, 0, 6, 136 
29401, 0, 1,27, 0, 4, 134 
29501, 0, 1,27, 0, 4, 135 
29601, 0, 1,27, 0, 4, 141 
29701, 0, 1,27, 0, 3, 78 
29801, 0, 1,27, 0, 3, 83 
29901, 0, 1,27, 0, 5, 105 
1, 1, 1,27, 4, 0, 30 
101, 1, 1,27, 5, 1, 37 
201, 1, 1,27, 5, 1, 37 
301, 1, 1,27, 6, 0, 42 
401, 1, 1,27, 6, 0, 42 
501, 1, 1,27, 6, 0, 42 
601, 1, 1,27, 7, 0, 47 
701, 1, 1,27, 7, 0, 51 
801, 1, 1,27, 6, 0, 48 
901, 1, 1,27, 7, 0, 51 
1001, 1, 1,27, 7, 0, 52 
1101, 1, 1,27, 5, 0, 51 
1201, 1, 1,27, 5, 1, 58 
1301, 1, 1,27, 7, 0, 56 
1401, 1, 1,27, 6, 0, 64 
1501, 1, 1,27, 7, 0, 68 
1601, 1, 1,27, 7, 0, 67 
1701, 1, 1,27, 7, 0, 75 
1801, 1, 1,27, 7, 0, 80 
1901, 1, 1,27, 6, 0, 80 
2001, 1, 1,27, 6, 0, 51 
2101, 1, 1,27, 7, 0, 61 
2201, 1, 1,27, 7, 0, 66 
2301, 1, 1,27, 7, 0, 70 
2401, 1, 1,27, 7, 0, 76 
2501, 1, 1,27, 7, 0, 77 
2601, 1, 1,27, 6, 0, 83 
2701, 1, 1,27, 7, 0, 84 
2801, 1, 1,27, 6, 0, 95 
2901, 1, 1,27, 7, 0, 99 
3001, 1, 1,27, 6, 0, 99 
3101, 1, 1,27, 6, 0, 100 
3201, 1, 1,27, 6, 0, 97 
3301, 1, 1,27, 7, 0, 106 
3401, 1, 1,27, 6, 0, 114 
3501, 1, 1,27, 7, 0, 117 
3601, 1, 1,27, 6, 0, 122 
3701, 1, 1,27, 7, 0, 132 
3801, 1, 1,27, 7, 0, 128 
3901, 1, 1,27, 7, 0, 133 
4001, 1, 1,27, 4, 1, 72 
4101, 1, 1,27, 6, 0, 91 
4201, 1, 1,27, 7, 0, 108 
4301, 1, 1,27, 7, 0, 114 
4401, 1, 1,27, 7, 0, 118 
4501, 1, 1,27, 7, 0, 120 
4601, 1, 1,27, 7, 0, 110 
4701, 1, 1,27, 6, 0, 108 
4801, 1, 1,27, 6, 0, 121 
4901, 1, 1,27, 6, 0, 122 
5001, 1, 1,27, 6, 0, 119 
5101, 1, 1,27, 7, 0, 117 
5201, 1, 1,27, 7, 0, 112 
5301, 1, 1,27, 7, 0, 112 
5401, 1, 1,27, 7, 0, 112 
5501, 1, 1,27, 7, 0, 112 
5601, 1, 1,27, 6, 0, 105 
5701, 1, 1,27, 7, 0, 115 
5801, 1, 1,27, 6, 0, 123 
5901, 1, 1,27, 7, 0, 127 
6001, 1, 1,27, 6, 0, 78 
6101, 1, 1,27, 7, 0, 84 
6201, 1, 1,27, 7, 0, 94 
6301, 1, 1,27, 7, 0, 104 
6401, 1, 1,27, 4, 0, 98 
6501, 1, 1,27, 6, 0, 109 
6601, 1, 1,27, 7, 0, 108 
6701, 1, 1,27, 7, 0, 109 
6801, 1, 1,27, 7, 0, 112 
6901, 1, 1,27, 6, 0, 117 
7001, 1, 1,27, 7, 0, 119 
7101, 1, 1,27, 7, 0, 118 
7201, 1, 1,27, 7, 0, 119 
7301, 1, 1,27, 6, 0, 117 
7401, 1, 1,27, 7, 0, 121 
7501, 1, 1,27, 6, 0, 121 
7601, 1, 1,27, 7, 0, 120 
7701, 1, 1,27, 7, 0, 119 
7801, 1, 1,27, 7, 0, 118 
7901, 1, 1,27, 7, 0, 118 
8001, 1, 1,27, 6, 1, 73 
8101, 1, 1,27, 6, 0, 79 
8201, 1, 1,27, 7, 0, 94 
8301, 1, 1,27, 7, 0, 101 
8401, 1, 1,27, 7, 0, 97 
8501, 1, 1,27, 7, 0, 99 
8601, 1, 1,27, 7, 0, 105 
8701, 1, 1,27, 7, 0, 115 
8801, 1, 1,27, 7, 0, 120 
8901, 1, 1,27, 6, 0, 120 
9001, 1, 1,27, 6, 0, 134 
9101, 1, 1,27, 7, 0, 132 
9201, 1, 1,27, 6, 0, 123 
9301, 1, 1,27, 5, 0, 125 
9401, 1, 1,27, 7, 0, 123 
9501, 1, 1,27, 6, 0, 120 
9601, 1, 1,27, 7, 0, 120 
9701, 1, 1,27, 7, 0, 126 
9801, 1, 1,27, 5, 0, 125 
9901, 1, 1,27, 3, 0, 60 
10001, 1, 1,27, 6, 0, 72 
10101, 1, 1,27, 5, 0, 78 
10201, 1, 1,27, 6, 1, 89 
10301, 1, 1,27, 6, 0, 94 
10401, 1, 1,27, 6, 0, 110 
10501, 1, 1,27, 7, 0, 113 
10601, 1, 1,27, 6, 0, 117 
10701, 1, 1,27, 7, 0, 115 
10801, 1, 1,27, 7, 0, 120 
10901, 1, 1,27, 7, 0, 124 
11001, 1, 1,27, 7, 0, 122 
11101, 1, 1,27, 7, 0, 117 
11201, 1, 1,27, 7, 0, 117 
11301, 1, 1,27, 6, 0, 120 
11401, 1, 1,27, 7, 0, 113 
11501, 1, 1,27, 7, 0, 114 
11601, 1, 1,27, 6, 0, 118 
11701, 1, 1,27, 7, 0, 117 
11801, 1, 1,27, 6, 0, 108 
11901, 1, 1,27, 5, 0, 64 
12001, 1, 1,27, 7, 0, 71 
12101, 1, 1,27, 7, 0, 79 
12201, 1, 1,27, 7, 0, 83 
12301, 1, 1,27, 7, 0, 94 
12401, 1, 1,27, 6, 0, 103 
12501, 1, 1,27, 5, 1, 108 
12601, 1, 1,27, 6, 1, 112 
12701, 1, 1,27, 6, 1, 119 
12801, 1, 1,27, 7, 0, 123 
12901, 1, 1,27, 7, 0, 121 
13001, 1, 1,27, 7, 0, 121 
13101, 1, 1,27, 7, 0, 118 
13201, 1, 1,27, 7, 0, 117 
13301, 1, 1,27, 7, 0, 116 
13401, 1, 1,27, 7, 0, 121 
13501, 1, 1,27, 7, 0, 120 
13601, 1, 1,27, 7, 0, 128 
13701, 1, 1,27, 7, 0, 131 
13801, 1, 1,27, 6, 0, 130 
13901, 1, 1,27, 6, 0, 63 
14001, 1, 1,27, 6, 0, 70 
14101, 1, 1,27, 7, 0, 83 
14201, 1, 1,27, 7, 0, 90 
14301, 1, 1,27, 6, 0, 101 
14401, 1, 1,27, 7, 0, 105 
14501, 1, 1,27, 6, 0, 106 
14601, 1, 1,27, 7, 0, 108 
14701, 1, 1,27, 7, 0, 103 
14801, 1, 1,27, 7, 0, 97 
14901, 1, 1,27, 5, 0, 108 
15001, 1, 1,27, 7, 0, 113 
15101, 1, 1,27, 7, 0, 114 
15201, 1, 1,27, 7, 0, 115 
15301, 1, 1,27, 7, 0, 106 
15401, 1, 1,27, 7, 0, 109 
15501, 1, 1,27, 6, 0, 108 
15601, 1, 1,27, 6, 0, 112 
15701, 1, 1,27, 7, 0, 113 
15801, 1, 1,27, 7, 0, 114 
15901, 1, 1,27, 7, 0, 64 
16001, 1, 1,27, 7, 0, 77 
16101, 1, 1,27, 6, 0, 82 
16201, 1, 1,27, 7, 0, 98 
16301, 1, 1,27, 7, 0, 104 
16401, 1, 1,27, 6, 0, 106 
16501, 1, 1,27, 7, 0, 96 
16601, 1, 1,27, 5, 1, 101 
16701, 1, 1,27, 5, 1, 106 
16801, 1, 1,27, 3, 1, 109 
16901, 1, 1,27, 5, 0, 117 
17001, 1, 1,27, 7, 0, 116 
17101, 1, 1,27, 6, 1, 115 
17201, 1, 1,27, 7, 0, 118 
17301, 1, 1,27, 6, 0, 114 
17401, 1, 1,27, 7, 0, 107 
17501, 1, 1,27, 7, 0, 105 
17601, 1, 1,27, 7, 0, 112 
17701, 1, 1,27, 7, 0, 115 
17801, 1, 1,27, 6, 0, 122 
17901, 1, 1,27, 5, 0, 69 
18001, 1, 1,27, 7, 0, 82 
18101, 1, 1,27, 6, 0, 99 
18201, 1, 1,27, 7, 0, 102 
18301, 1, 1,27, 5, 0, 96 
18401, 1, 1,27, 5, 0, 101 
18501, 1, 1,27, 4, 1, 98 
18601, 1, 1,27, 7, 0, 98 
18701, 1, 1,27, 7, 0, 96 
18801, 1, 1,27, 7, 0, 103 
18901, 1, 1,27, 7, 0, 103 
19001, 1, 1,27, 6, 0, 108 
19101, 1, 1,27, 5, 1, 110 
19201, 1, 1,27, 7, 0, 114 
19301, 1, 1,27, 7, 0, 110 
19401, 1, 1,27, 7, 0, 106 
19501, 1, 1,27, 7, 0, 108 
19601, 1, 1,27, 7, 0, 111 
19701, 1, 1,27, 7, 0, 118 
19801, 1, 1,27, 2, 0, 69 
19901, 1, 1,27, 6, 0, 91 
20001, 1, 1,27, 5, 0, 99 
20101, 1, 1,27, 6, 0, 107 
20201, 1, 1,27, 6, 0, 114 
20301, 1, 1,27, 6, 0, 113 
20401, 1, 1,27, 6, 0, 116 
20501, 1, 1,27, 6, 0, 130 
20601, 1, 1,27, 5, 0, 118 
20701, 1, 1,27, 6, 0, 127 
20801, 1, 1,27, 7, 0, 131 
20901, 1, 1,27, 6, 0, 130 
21001, 1, 1,27, 6, 0, 126 
21101, 1, 1,27, 6, 0, 128 
21201, 1, 1,27, 7, 0, 133 
21301, 1, 1,27, 7, 0, 137 
21401, 1, 1,27, 6, 0, 135 
21501, 1, 1,27, 6, 0, 140 
21601, 1, 1,27, 6, 1, 139 
21701, 1, 1,27, 4, 1, 134 
21801, 1, 1,27, 5, 0, 69 
21901, 1, 1,27, 5, 0, 85 
22001, 1, 1,27, 7, 0, 98 
22101, 1, 1,27, 5, 0, 105 
22201, 1, 1,27, 5, 1, 102 
22301, 1, 1,27, 5, 1, 105 
22401, 1, 1,27, 7, 0, 109 
22501, 1, 1,27, 5, 0, 119 
22601, 1, 1,27, 7, 0, 122 
22701, 1, 1,27, 7, 0, 115 
22801, 1, 1,27, 7, 0, 112 
22901, 1, 1,27, 7, 0, 117 
23001, 1, 1,27, 6, 0, 128 
23101, 1, 1,27, 7, 0, 128 
23201, 1, 1,27, 7, 0, 136 
23301, 1, 1,27, 6, 0, 140 
23401, 1, 1,27, 6, 1, 138 
23501, 1, 1,27, 6, 0, 134 
23601, 1, 1,27, 6, 0, 137 
23701, 1, 1,27, 5, 0, 143 
23801, 1, 1,27, 6, 0, 72 
23901, 1, 1,27, 7, 0, 83 
24001, 1, 1,27, 6, 0, 86 
24101, 1, 1,27, 7, 0, 89 
24201, 1, 1,27, 7, 0, 87 
24301, 1, 1,27, 7, 0, 97 
24401, 1, 1,27, 7, 0, 98 
24501, 1, 1,27, 6, 0, 102 
24601, 1, 1,27, 6, 1, 121 
24701, 1, 1,27, 6, 0, 122 
24801, 1, 1,27, 6, 1, 124 
24901, 1, 1,27, 6, 1, 130 
25001, 1, 1,27, 7, 0, 126 
25101, 1, 1,27, 5, 0, 129 
25201, 1, 1,27, 7, 0, 132 
25301, 1, 1,27, 6, 0, 128 
25401, 1, 1,27, 6, 1, 131 
25501, 1, 1,27, 7, 0, 134 
25601, 1, 1,27, 4, 1, 138 
25701, 1, 1,27, 6, 0, 138 
25801, 1, 1,27, 5, 0, 80 
25901, 1, 1,27, 6, 0, 96 
26001, 1, 1,27, 7, 0, 107 
26101, 1, 1,27, 5, 1, 115 
26201, 1, 1,27, 5, 0, 115 
26301, 1, 1,27, 5, 1, 118 
26401, 1, 1,27, 6, 0, 122 
26501, 1, 1,27, 7, 0, 121 
26601, 1, 1,27, 7, 0, 124 
26701, 1, 1,27, 7, 0, 121 
26801, 1, 1,27, 7, 0, 123 
26901, 1, 1,27, 7, 0, 122 
27001, 1, 1,27, 7, 0, 114 
27101, 1, 1,27, 6, 0, 118 
27201, 1, 1,27, 6, 0, 123 
27301, 1, 1,27, 6, 0, 121 
27401, 1, 1,27, 7, 0, 125 
27501, 1, 1,27, 7, 0, 128 
27601, 1, 1,27, 7, 0, 126 
27701, 1, 1,27, 7, 0, 119 
27801, 1, 1,27, 5, 0, 77 
27901, 1, 1,27, 6, 0, 82 
28001, 1, 1,27, 6, 0, 100 
28101, 1, 1,27, 7, 0, 103 
28201, 1, 1,27, 6, 0, 109 
28301, 1, 1,27, 7, 0, 118 
28401, 1, 1,27, 6, 0, 117 
28501, 1, 1,27, 6, 0, 118 
28601, 1, 1,27, 6, 0, 124 
28701, 1, 1,27, 5, 0, 126 
28801, 1, 1,27, 6, 0, 130 
28901, 1, 1,27, 6, 0, 134 
29001, 1, 1,27, 6, 0, 136 
29101, 1, 1,27, 6, 0, 132 
29201, 1, 1,27, 5, 0, 135 
29301, 1, 1,27, 6, 0, 126 
29401, 1, 1,27, 7, 0, 127 
29501, 1, 1,27, 5, 0, 110 
29601, 1, 1,27, 6, 0, 112 
29701, 1, 1,27, 3, 0, 61 
29801, 1, 1,27, 6, 0, 82 
29901, 1, 1,27, 6, 0, 95 
1, 2, 1,27, 4, 0, 30 
101, 2, 1,27, 6, 0, 39 
201, 2, 1,27, 4, 0, 42 
301, 2, 1,27, 4, 1, 47 
401, 2, 1,27, 4, 2, 50 
501, 2, 1,27, 5, 0, 56 
601, 2, 1,27, 7, 0, 56 
701, 2, 1,27, 5, 1, 51 
801, 2, 1,27, 7, 0, 58 
901, 2, 1,27, 7, 0, 62 
1001, 2, 1,27, 7, 0, 60 
1101, 2, 1,27, 7, 0, 66 
1201, 2, 1,27, 7, 0, 68 
1301, 2, 1,27, 7, 0, 71 
1401, 2, 1,27, 7, 0, 76 
1501, 2, 1,27, 7, 0, 73 
1601, 2, 1,27, 6, 0, 71 
1701, 2, 1,27, 6, 0, 73 
1801, 2, 1,27, 6, 0, 72 
1901, 2, 1,27, 5, 0, 68 
2001, 2, 1,27, 6, 0, 40 
2101, 2, 1,27, 6, 0, 50 
2201, 2, 1,27, 7, 0, 58 
2301, 2, 1,27, 6, 0, 63 
2401, 2, 1,27, 7, 0, 74 
2501, 2, 1,27, 7, 0, 81 
2601, 2, 1,27, 6, 0, 82 
2701, 2, 1,27, 7, 0, 87 
2801, 2, 1,27, 7, 0, 89 
2901, 2, 1,27, 6, 0, 93 
3001, 2, 1,27, 6, 0, 99 
3101, 2, 1,27, 6, 0, 103 
3201, 2, 1,27, 7, 0, 109 
3301, 2, 1,27, 6, 0, 119 
3401, 2, 1,27, 7, 0, 114 
3501, 2, 1,27, 6, 0, 120 
3601, 2, 1,27, 6, 0, 121 
3701, 2, 1,27, 7, 0, 124 
3801, 2, 1,27, 7, 0, 122 
3901, 2, 1,27, 6, 0, 125 
4001, 2, 1,27, 7, 0, 68 
4101, 2, 1,27, 7, 0, 78 
4201, 2, 1,27, 7, 0, 91 
4301, 2, 1,27, 6, 0, 86 
4401, 2, 1,27, 7, 0, 90 
4501, 2, 1,27, 6, 0, 104 
4601, 2, 1,27, 7, 0, 100 
4701, 2, 1,27, 7, 0, 111 
4801, 2, 1,27, 7, 0, 114 
4901, 2, 1,27, 7, 0, 117 
5001, 2, 1,27, 7, 0, 118 
5101, 2, 1,27, 7, 0, 127 
5201, 2, 1,27, 7, 0, 127 
5301, 2, 1,27, 7, 0, 125 
5401, 2, 1,27, 7, 0, 128 
5501, 2, 1,27, 5, 0, 133 
5601, 2, 1,27, 4, 1, 123 
5701, 2, 1,27, 6, 0, 125 
5801, 2, 1,27, 7, 0, 131 
5901, 2, 1,27, 6, 0, 139 
6001, 2, 1,27, 6, 0, 83 
6101, 2, 1,27, 6, 0, 93 
6201, 2, 1,27, 7, 0, 104 
6301, 2, 1,27, 7, 0, 113 
6401, 2, 1,27, 7, 0, 109 
6501, 2, 1,27, 7, 0, 117 
6601, 2, 1,27, 7, 0, 112 
6701, 2, 1,27, 6, 0, 117 
6801, 2, 1,27, 6, 0, 119 
6901, 2, 1,27, 7, 0, 117 
7001, 2, 1,27, 7, 0, 122 
7101, 2, 1,27, 7, 0, 124 
7201, 2, 1,27, 6, 0, 121 
7301, 2, 1,27, 7, 0, 131 
7401, 2, 1,27, 7, 0, 134 
7501, 2, 1,27, 5, 0, 132 
7601, 2, 1,27, 6, 0, 135 
7701, 2, 1,27, 7, 0, 133 
7801, 2, 1,27, 7, 0, 135 
7901, 2, 1,27, 7, 0, 138 
8001, 2, 1,27, 7, 0, 81 
8101, 2, 1,27, 5, 0, 93 
8201, 2, 1,27, 7, 0, 98 
8301, 2, 1,27, 7, 0, 113 
8401, 2, 1,27, 7, 0, 113 
8501, 2, 1,27, 6, 0, 110 
8601, 2, 1,27, 6, 0, 117 
8701, 2, 1,27, 7, 0, 113 
8801, 2, 1,27, 6, 0, 115 
8901, 2, 1,27, 7, 0, 113 
9001, 2, 1,27, 6, 0, 108 
9101, 2, 1,27, 6, 0, 112 
9201, 2, 1,27, 7, 0, 119 
9301, 2, 1,27, 7, 0, 110 
9401, 2, 1,27, 7, 0, 110 
9501, 2, 1,27, 7, 0, 113 
9601, 2, 1,27, 6, 0, 111 
9701, 2, 1,27, 7, 0, 109 
9801, 2, 1,27, 7, 0, 109 
9901, 2, 1,27, 3, 0, 55 
10001, 2, 1,27, 6, 0, 74 
10101, 2, 1,27, 6, 0, 73 
10201, 2, 1,27, 7, 0, 82 
10301, 2, 1,27, 7, 0, 87 
10401, 2, 1,27, 7, 0, 97 
10501, 2, 1,27, 7, 0, 99 
10601, 2, 1,27, 7, 0, 102 
10701, 2, 1,27, 6, 0, 103 
10801, 2, 1,27, 6, 0, 107 
